#separator:tab
#html:false
#notetype:Portuguese (EP) – Spoken Frequency
#deck:Portuguese::European Portuguese - Spoken - First 5000
#columns:Rank	Lemma_PT	POS_guess	Is_MWE	Raw_Freq	Freq_per_million	Tags
#tags column:7
23	por	prep	0	17246	6490.168	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::prep source::opensubtitles_ep_v2018 variety::EP register::spoken
24	dizer	verb	0	17245	6489.792	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
25	querer	verb	0	17132	6447.267	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
26	o que	mwe	1	16179	6088.625	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
27	ma	unk	0	15062	5668.266	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
28	em	prep	0	14477	5448.114	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::prep source::opensubtitles_ep_v2018 variety::EP register::spoken
29	da	det	0	13908	5233.983	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::det source::opensubtitles_ep_v2018 variety::EP register::spoken
30	como	adv	0	13858	5215.166	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
31	bem	adv	0	13246	4984.853	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
32	isso	pron	0	13149	4948.349	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
33	seu	pron	0	12784	4810.989	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
34	no	unk	0	11672	4392.511	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
35	ver	verb	0	10970	4128.328	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
36	muito	adv	0	10764	4050.804	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
37	este	pron	0	10564	3975.539	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
38	mais	adv	0	10557	3972.904	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
39	sim	adv	0	10490	3947.690	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
40	na	unk	0	9726	3660.175	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
41	aqui	pron	0	9436	3551.040	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
42	haver	verb	0	9240	3477.279	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
43	isto	pron	0	8629	3247.342	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
44	já	adv	0	8568	3224.386	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
45	bom	intj	0	8270	3112.240	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::intj source::opensubtitles_ep_v2018 variety::EP register::spoken
46	todo	pron	0	8124	3057.296	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
47	dar	verb	0	8061	3033.587	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
48	ao	det	0	7458	2806.661	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::det source::opensubtitles_ep_v2018 variety::EP register::spoken
49	nos	unk	0	7441	2800.263	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
50	só	adv	0	7278	2738.922	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
51	coisa	noun	0	7242	2725.374	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
52	ela	pron	0	7027	2644.463	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
53	vir	verb	0	6983	2627.905	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
54	falar	verb	0	6916	2602.691	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
55	à	det	0	6857	2580.487	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::det source::opensubtitles_ep_v2018 variety::EP register::spoken
56	ficar	verb	0	6705	2523.285	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
57	lá	pron	0	6673	2511.243	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
58	tudo	adj	0	6625	2493.179	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adj source::opensubtitles_ep_v2018 variety::EP register::spoken
59	achar	verb	0	6572	2473.234	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
60	é que	mwe	1	6539	2460.815	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
61	quem	pron	0	6296	2369.367	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
62	eles	unk	0	6261	2356.195	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
63	pensar	verb	0	6110	2299.370	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
64	dever	verb	0	6057	2279.424	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
65	quando	conj	0	6026	2267.758	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::conj source::opensubtitles_ep_v2018 variety::EP register::spoken
66	nada	noun	0	5987	2253.081	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
67	onde	pron	0	5753	2165.020	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
68	agora	adv	0	5715	2150.720	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
69	deixar	verb	0	5702	2145.827	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
70	não é	mwe	1	5615	2113.087	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
71	que é	mwe	1	5508	2072.820	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
72	é o	mwe	1	5393	2029.542	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
73	ou	conj	0	5368	2020.134	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::conj source::opensubtitles_ep_v2018 variety::EP register::spoken
74	porque	conj	0	5365	2019.005	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::conj source::opensubtitles_ep_v2018 variety::EP register::spoken
75	esse	pron	0	5242	1972.716	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
76	outro	pron	0	5235	1970.082	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
77	esperar	verb	0	5127	1929.438	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
78	precisar	verb	0	4753	1788.691	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
79	então	conj	0	4709	1772.133	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::conj source::opensubtitles_ep_v2018 variety::EP register::spoken
80	algum	pron	0	4683	1762.348	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
81	ouvir	verb	0	4674	1758.961	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
82	nó	unk	0	4660	1753.693	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
83	mesmo	pron	0	4610	1734.876	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
84	vez	unk	0	4587	1726.221	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
85	homem	noun	0	4560	1716.060	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
86	nosso	pron	0	4217	1586.979	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
87	conseguir	verb	0	4079	1535.046	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
88	é um	mwe	1	4066	1530.153	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
89	teu	pron	0	4064	1529.401	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
90	dia	noun	0	4013	1510.208	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
91	passar	verb	0	4005	1507.197	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
92	dos	det	0	3985	1499.671	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::det source::opensubtitles_ep_v2018 variety::EP register::spoken
93	gostar	verb	0	3869	1456.017	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
94	assim	conj	0	3746	1409.728	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::conj source::opensubtitles_ep_v2018 variety::EP register::spoken
95	tempo	noun	0	3742	1408.223	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
96	nunca	adv	0	3731	1404.083	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
97	parecer	verb	0	3681	1385.267	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
98	levar	verb	0	3673	1382.256	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
99	até	prep	0	3667	1379.998	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::prep source::opensubtitles_ep_v2018 variety::EP register::spoken
100	casa	noun	0	3650	1373.601	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
101	pai	unk	0	3638	1369.085	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
102	também	conj	0	3620	1362.311	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::conj source::opensubtitles_ep_v2018 variety::EP register::spoken
103	tua	noun	0	3612	1359.300	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
104	dinheiro	noun	0	3520	1324.678	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
105	sair	verb	0	3446	1296.829	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
106	senhor	unk	0	3429	1290.432	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
107	melhor	adv	0	3375	1270.110	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
108	noite	unk	0	3369	1267.852	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
109	ainda	adv	0	3329	1252.799	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
110	matar	verb	0	3286	1236.617	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
111	vida	noun	0	3195	1202.371	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
112	doi	unk	0	3170	1192.963	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
113	olhar	verb	0	3167	1191.834	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
114	tão	adv	0	3151	1185.812	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
115	talvez	adv	0	3145	1183.554	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
116	chamar	verb	0	3122	1174.899	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
117	encontrar	verb	0	3090	1162.856	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
118	favor	unk	0	3090	1162.856	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
119	morrer	verb	0	3076	1157.588	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
120	voltar	verb	0	3056	1150.061	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
121	nem	conj	0	3052	1148.556	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::conj source::opensubtitles_ep_v2018 variety::EP register::spoken
122	andar	verb	0	3040	1144.040	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
123	ano	unk	0	2969	1117.321	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
124	chegar	verb	0	2968	1116.944	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
125	quê	unk	0	2955	1112.052	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
126	dele	pron	0	2907	1093.988	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
127	acontecer	verb	0	2853	1073.666	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
128	certo	noun	0	2816	1059.742	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
129	pessoa	noun	0	2760	1038.668	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
130	é uma	mwe	1	2759	1038.291	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
131	mulher	verb	0	2735	1029.260	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
132	das	det	0	2733	1028.507	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::det source::opensubtitles_ep_v2018 variety::EP register::spoken
133	sem	prep	0	2723	1024.744	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::prep source::opensubtitles_ep_v2018 variety::EP register::spoken
134	claro	noun	0	2714	1021.357	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
135	sentir	verb	0	2710	1019.851	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
136	tentar	verb	0	2667	1003.669	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
137	grande	noun	0	2652	998.024	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
138	depois	adv	0	2613	983.347	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
139	aí	pron	0	2609	981.842	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
140	por favor	mwe	1	2609	981.842	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
141	sobre	prep	0	2607	981.089	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::prep source::opensubtitles_ep_v2018 variety::EP register::spoken
142	conhecer	verb	0	2581	971.305	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
143	aquele	pron	0	2572	967.918	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
144	obrigar	verb	0	2565	965.284	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
145	amigo	noun	0	2554	961.144	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
146	sempre	adv	0	2513	945.715	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
147	acabar	verb	0	2505	942.704	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
148	alguém	unk	0	2380	895.663	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
149	novo	noun	0	2326	875.341	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
150	tipo	noun	0	2301	865.933	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
151	está bem	mwe	1	2299	865.180	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::mwe source::opensubtitles_ep_v2018 variety::EP register::spoken
152	ninguém	unk	0	2295	863.675	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
153	rapaz	unk	0	2278	857.277	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
154	pelo	noun	0	2261	850.880	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
155	olá	intj	0	2256	848.998	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::intj source::opensubtitles_ep_v2018 variety::EP register::spoken
156	primeiro	num	0	2217	834.321	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::num source::opensubtitles_ep_v2018 variety::EP register::spoken
157	mãe	unk	0	2208	830.934	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::unk source::opensubtitles_ep_v2018 variety::EP register::spoken
158	contar	verb	0	2169	816.257	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
159	merda	noun	0	2166	815.128	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
160	quanto	pron	0	2161	813.247	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::pron source::opensubtitles_ep_v2018 variety::EP register::spoken
161	perder	verb	0	2111	794.430	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
162	entrar	verb	0	2110	794.054	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
163	pouco	adv	0	2089	786.151	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
164	acreditar	verb	0	2076	781.259	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
165	trabalho	noun	0	2075	780.882	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
166	arma	noun	0	2073	780.130	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
167	problema	noun	0	2049	771.098	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
168	filho	noun	0	2044	769.216	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
169	hora	noun	0	2044	769.216	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::noun source::opensubtitles_ep_v2018 variety::EP register::spoken
170	antes	adv	0	2040	767.711	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::adv source::opensubtitles_ep_v2018 variety::EP register::spoken
171	ajudar	verb	0	2038	766.958	freq::0001-0500 freq500::0001-0500 freq1000::0001-1000 pos::verb source::opensubtitles_ep_v2018 variety::EP register::spoken
